Timestamp,Fake_USD,Fake_BTC,Net_Worth
04:43:13,27444.17,1.0,102171.55
04:43:18,27444.17,1.0,102222.09
04:43:24,27444.17,1.0,102219.02
04:43:29,27444.17,1.0,102198.15
04:43:34,27444.17,1.0,102197.17
04:43:39,27444.17,1.0,102212.98
04:43:45,27444.17,1.0,102210.17
04:43:51,27444.17,1.0,102210.33
04:43:56,27444.17,1.0,102218.15
04:44:01,27444.17,1.0,102214.13
04:44:06,102195.7,0.0,102195.7
04:44:11,102195.7,0.0,102195.7
04:44:16,102195.7,0.0,102195.7
04:44:21,102195.7,0.0,102195.7
04:44:26,102195.7,0.0,102195.7
04:44:32,27477.39,1.0,102204.91
04:44:38,27477.39,1.0,102194.8
04:44:43,27477.39,1.0,102189.31
04:44:48,27477.39,1.0,102202.11
04:44:53,102185.8,0.0,102185.8
04:44:59,102185.8,0.0,102185.8
04:45:04,102185.8,0.0,102185.8
04:45:10,102185.8,0.0,102185.8
04:45:16,27483.8,1.0,102189.92
04:45:22,27483.8,1.0,102196.14
04:45:27,27483.8,1.0,102184.58
04:45:33,27483.8,1.0,102231.8
04:45:38,27483.8,1.0,102230.54
04:45:43,27483.8,1.0,102243.8
04:45:48,27483.8,1.0,102247.52
04:45:53,27483.8,1.0,102229.8
04:45:58,27483.8,1.0,102229.81
04:46:04,102220.11,0.0,102220.11
04:46:10,102220.11,0.0,102220.11
04:46:15,102220.11,0.0,102220.11
04:46:20,102220.11,0.0,102220.11
04:46:25,102220.11,0.0,102220.11
04:46:31,102220.11,0.0,102220.11
04:46:36,27479.7,1.0,102221.63
04:46:41,27479.7,1.0,102211.6
04:46:47,27479.7,1.0,102191.11
04:46:52,102188.68,0.0,102188.68
04:46:57,102188.68,0.0,102188.68
04:47:03,102188.68,0.0,102188.68
04:47:08,102188.68,0.0,102188.68
04:47:13,102188.68,0.0,102188.68
04:47:18,102188.68,0.0,102188.68
04:47:23,102188.68,0.0,102188.68
04:47:29,102188.68,0.0,102188.68
04:47:34,102188.68,0.0,102188.68
04:47:40,102188.68,0.0,102188.68
04:47:45,102188.68,0.0,102188.68
04:47:50,102188.68,0.0,102188.68
04:47:56,102188.68,0.0,102188.68
04:48:01,102188.68,0.0,102188.68
04:48:06,102188.68,0.0,102188.68
04:48:11,102188.68,0.0,102188.68
